question,answer,context
À quoi sert le Green Lab?,"Le Green Lab est un FabLab créé pour encourager l’innovation, la créativité et l’esprit d’entreprise chez les étudiants et les membres de la communauté locale.",Vous voulez savoir quel est l'objectif ou l'utilité du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quel est l'objectif principal du FabLab Green Lab?,"Le Green Lab est un FabLab créé pour encourager l’innovation, la créativité et l’esprit d’entreprise chez les étudiants et les membres de la communauté locale.",Vous vous demandez quel est le but principal du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Pourquoi le Green Lab a-t-il été créé?,"Le Green Lab est un FabLab créé pour encourager l’innovation, la créativité et l’esprit d’entreprise chez les étudiants et les membres de la communauté locale.",Vous recherchez des informations sur les motivations derrière la création du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
En quoi consiste le Green Lab?,"Le Green Lab est un FabLab créé pour encourager l’innovation, la créativité et l’esprit d’entreprise chez les étudiants et les membres de la communauté locale.",Vous voulez comprendre en quoi consiste concrètement le FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quels sont les objectifs du FabLab Green Lab?,"Le Green Lab est un FabLab créé pour encourager l’innovation, la créativité et l’esprit d’entreprise chez les étudiants et les membres de la communauté locale.",Vous cherchez à connaître les objectifs du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quelles initiatives sont encouragées par le Green Lab?,"Le Green Lab est un FabLab créé pour encourager l’innovation, la créativité et l’esprit d’entreprise chez les étudiants et les membres de la communauté locale.",Vous voulez savoir quelles initiatives ou actions sont promues par le FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quel est l'objectif du Green Lab au sein de la FST de Tanger?,"Le Green Lab est un FabLab créé pour encourager l'innovation, la créativité et l'esprit d'entreprise chez les étudiants et les membres de la communauté locale.",Vous souhaitez comprendre quel rôle le FabLab Green Lab joue au sein de la Faculté des Sciences et Techniques de Tanger.
Peux-tu m'expliquer la mission du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger?,"Le Green Lab est un FabLab créé pour encourager l'innovation, la créativité et l'esprit d'entreprise chez les étudiants et les membres de la communauté locale.",Vous avez besoin d'une explication détaillée sur la mission du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quel est le rôle du Green Lab au sein de la FST Tanger?,"Le Green Lab est un FabLab créé pour encourager l'innovation, la créativité et l'esprit d'entreprise chez les étudiants et les membres de la communauté locale.",Vous souhaitez comprendre le rôle du FabLab Green Lab au sein de la Faculté des Sciences et Techniques de Tanger.
J'ai entendu parler du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger. Peux-tu m'en dire plus sur ce qu'est cette installation?,"Le Green Lab est un FabLab créé pour encourager l'innovation, la créativité et l'esprit d'entreprise chez les étudiants et les membres de la communauté locale.",Vous avez entendu parler du FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger et vous voulez en savoir plus sur ce qu'est cette installation.
Quels outils et technologies sont disponibles au Green Lab?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous souhaitez connaître les outils et technologies disponibles au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quels types de machines peut-on trouver au Green Lab?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous cherchez à connaître les types de machines disponibles au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quels équipements technologiques sont disponibles au Green Lab?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous voulez savoir quels équipements technologiques sont disponibles au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quelles sont les technologies accessibles au Green Lab?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous cherchez à connaître les technologies accessibles au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quels outils de fabrication sont présents au Green Lab?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous voulez savoir quels outils de fabrication sont présents au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quels types d’équipements peuvent être utilisés au Green Lab?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous cherchez à connaître les types d’équipements pouvant être utilisés au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quelles technologies de fabrication sont disponibles au Green Lab?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous voulez savoir quelles technologies de fabrication sont disponibles au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Quels appareils sont accessibles au Green Lab pour les projets de fabrication?,"Le Green Lab est équipé d’une variété d’outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous cherchez à savoir quels appareils sont disponibles au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger pour les projets de fabrication.
Peux-tu me décrire les équipements présents au FabLab Green Lab de la FST Tanger?,"Le Green Lab est équipé d'une variété d'outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous souhaitez une description des équipements présents au FabLab Green Lab de la Faculté des Sciences et Techniques de Tanger.
Quelles sont les principales ressources technologiques mises à disposition au Green Lab de la Faculté des Sciences et Techniques de Tanger?,"Le Green Lab est équipé d'une variété d'outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous cherchez à connaître les principales ressources technologiques mises à disposition au FabLab Green Lab de la Faculté des Sciences et Techniques de Tanger.
Je suis curieux de savoir quels types d'équipements de fabrication sont accessibles aux utilisateurs du Green Lab à la FST Tanger.,"Le Green Lab est équipé d'une variété d'outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous êtes curieux de connaître les types d'équipements de fabrication auxquels les utilisateurs ont accès au FabLab Green Lab à la Faculté des Sciences et Techniques de Tanger.
Peux-tu me donner quelques exemples des machines et outils disponibles pour les projets d'innovation au FabLab Green Lab?,"Le Green Lab est équipé d'une variété d'outils et de technologies, tels que des imprimantes 3D, des machines de découpe laser, des fraiseuses CNC et des équipements électroniques.",Vous souhaitez connaître quelques exemples des machines et outils disponibles pour les projets d'innovation au FabLab Green Lab de la FST Tanger.
Quels sont les domaines des projets travaillés au Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous voulez savoir quels sont les domaines des projets traités au FabLab Green Lab de la FST Tanger.
Quels sont les sujets de projets traités au Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous cherchez à connaître les sujets des projets traités au FabLab Green Lab de la FST Tanger.
Dans quels domaines les projets du Green Lab se concentrent-ils principalement?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous souhaitez savoir dans quels domaines les projets du FabLab Green Lab de la FST Tanger se concentrent principalement.
Quelles sont les thématiques des projets menés au Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous voulez connaître les thématiques des projets menés au FabLab Green Lab de la FST Tanger.
Quels problèmes environnementaux sont adressés par les projets du Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous cherchez à savoir quels problèmes environnementaux sont adressés par les projets du FabLab Green Lab de la FST Tanger.
Quels sont les principaux axes de travail des projets du Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous voulez connaître les principaux axes de travail des projets menés au FabLab Green Lab de la FST Tanger.
Quels sont les thèmes récurrents des projets menés au Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous souhaitez savoir quels sont les thèmes récurrents des projets menés au FabLab Green Lab de la FST Tanger.
Quelles sont les préoccupations principales des projets du Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l’eau, la gestion des déchets, la durabilité des ressources naturelles et l’agriculture urbaine.",Vous cherchez à connaître les préoccupations principales des projets menés au FabLab Green Lab de la FST Tanger.
Dans quels types de projets les étudiants et la communauté s'engagent-ils au FabLab Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l'eau, la gestion des déchets, la durabilité des ressources naturelles et l'agriculture urbaine.",Vous souhaitez savoir dans quels types de projets les étudiants et la communauté s'engagent au FabLab Green Lab de la FST Tanger.
Peux-tu me donner des exemples de thématiques environnementales traitées dans les projets du Green Lab de la FST Tanger?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l'eau, la gestion des déchets, la durabilité des ressources naturelles et l'agriculture urbaine.",Vous voulez des exemples de thématiques environnementales traitées dans les projets du FabLab Green Lab de la FST Tanger.
Quelles sont les principales problématiques liées à l'environnement et au développement durable explorées au FabLab Green Lab?,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l'eau, la gestion des déchets, la durabilité des ressources naturelles et l'agriculture urbaine.",Vous cherchez à connaître les principales problématiques liées à l'environnement et au développement durable explorées au FabLab Green Lab de la FST Tanger.
J'aimerais en savoir plus sur les types de défis environnementaux auxquels s'attaquent les projets réalisés au Green Lab de la Faculté des Sciences et Techniques de Tanger.,"Les projets au Green Lab abordent des problèmes environnementaux tels que la pollution de l'eau, la gestion des déchets, la durabilité des ressources naturelles et l'agriculture urbaine.",Vous souhaitez en savoir plus sur les types de défis environnementaux auxquels s'attaquent les projets réalisés au Green Lab de la Faculté des Sciences et Techniques de Tanger.
Pourquoi les clubs des étudiants sont-ils importants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous cherchez à comprendre l'importance des clubs des étudiants.
Quel est l'objectif des clubs d'étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous souhaitez connaître l'objectif des clubs d'étudiants.
En quoi les clubs d'étudiants sont-ils bénéfiques pour les étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous vous demandez en quoi les clubs d'étudiants sont bénéfiques pour les étudiants.
Quels sont les avantages de participer à des clubs d'étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous cherchez à connaître les avantages de participer à des clubs d'étudiants.
Pourquoi les étudiants devraient-ils rejoindre des clubs étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous vous interrogez sur les raisons pour lesquelles les étudiants devraient rejoindre des clubs étudiants.
Quels sont les bénéfices de la participation aux clubs d'étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous souhaitez connaître les bénéfices de la participation aux clubs d'étudiants.
En quoi les clubs étudiants peuvent-ils être utiles pour les étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous voulez comprendre en quoi les clubs étudiants peuvent être utiles pour les étudiants.
Qu'est-ce que les étudiants peuvent tirer des clubs étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s’engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous cherchez à savoir ce que les étudiants peuvent tirer des clubs étudiants.
Quels sont les avantages de participer à un club étudiant?,"Les clubs des étudiants offrent une occasion aux étudiants de s'engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous voulez connaître les avantages de participer à un club étudiant.
Peux-tu m'expliquer l'importance des clubs étudiants dans le développement personnel et professionnel des étudiants?,"Les clubs des étudiants offrent une occasion aux étudiants de s'engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous souhaitez comprendre l'importance des clubs étudiants dans le développement personnel et professionnel des étudiants.
Quels sont les bénéfices que les étudiants peuvent tirer de leur implication dans les clubs et associations étudiantes?,"Les clubs des étudiants offrent une occasion aux étudiants de s'engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous voulez savoir quels sont les bénéfices que les étudiants peuvent tirer de leur implication dans les clubs et associations étudiantes.
Pourquoi est-il recommandé aux étudiants de s'impliquer dans les clubs et organisations de leur établissement?,"Les clubs des étudiants offrent une occasion aux étudiants de s'engager dans des activités qui les passionnent, de rencontrer des personnes partageant les mêmes intérêts et de renforcer leurs compétences de leadership et professionnelles.",Vous vous demandez pourquoi il est recommandé aux étudiants de s'impliquer dans les clubs et organisations de leur établissement.
Quel est le rôle du conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous souhaitez connaître le rôle du conseil de l’établissement à la FST de Tanger.
Quelles sont les responsabilités du conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous cherchez à connaître les responsabilités du conseil de l’établissement à la FST de Tanger.
Qui compose le conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous voulez savoir qui compose le conseil de l’établissement à la FST de Tanger.
Quels sont les membres du conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous souhaitez connaître les membres du conseil de l’établissement à la FST de Tanger.
Quelle est la composition du conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous voulez connaître la composition du conseil de l’établissement à la FST de Tanger.
Quels représentants sont présents au conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous cherchez à savoir quels représentants sont présents au conseil de l’établissement à la FST de Tanger.
Quelles catégories de membres sont présentes au conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous voulez connaître les catégories de membres présentes au conseil de l’établissement à la FST de Tanger.
Quelles sont les différentes représentations au sein du conseil de l’établissement à la FST de Tanger?,"Le conseil de l’établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous voulez savoir quelles sont les différentes représentations au sein du conseil de l’établissement à la FST de Tanger.
Quelle est la fonction principale du conseil de l'établissement de la Faculté des Sciences et Techniques de Tanger?,"Le conseil de l'établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous souhaitez comprendre la fonction principale du conseil de l'établissement de la Faculté des Sciences et Techniques de Tanger.
Peux-tu me décrire la composition du conseil de l'établissement à la FST Tanger?,"Le conseil de l'établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous demandez une description de la composition du conseil de l'établissement à la FST Tanger.
Quels sont les différents groupes représentés au sein du conseil de l'établissement de la Faculté des Sciences et Techniques de Tanger?,"Le conseil de l'établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous voulez savoir quels sont les différents groupes représentés au sein du conseil de l'établissement de la Faculté des Sciences et Techniques de Tanger.
Je souhaite en savoir plus sur l'organe de gouvernance de la FST Tanger. Peux-tu m'expliquer comment est constitué le conseil de l'établissement et quel est son rôle?,"Le conseil de l'établissement à la FST de Tanger est chargé de gérer la faculté. Il comprend des membres de droit, des représentants élus des personnels enseignants et des personnels administratifs et techniques, des représentants élus des étudiants, ainsi que des membres désignés parmi des personnalités extérieures.",Vous demandez des informations sur l'organe de gouvernance de la FST Tanger et souhaitez savoir comment est constitué le conseil de l'établissement ainsi que son rôle.
Qui sont les membres du conseil de l'établissement à la FST de Tanger?,"Les membres du conseil de l'établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous demandez qui sont les membres du conseil de l'établissement à la FST de Tanger.
Quels postes occupent les membres du conseil de l'établissement à la FST de Tanger?,"Les membres du conseil de l'établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous voulez savoir quels postes occupent les membres du conseil de l'établissement à la FST de Tanger.
Quelles sont les positions occupées par les membres du conseil de l’établissement à la FST de Tanger?,"Les membres du conseil de l’établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous voulez savoir quelles sont les positions occupées par les membres du conseil de l’établissement à la FST de Tanger.
Qui sont les membres officiels du conseil de l’établissement à la FST de Tanger?,"Les membres du conseil de l’établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous demandez qui sont les membres officiels du conseil de l’établissement à la FST de Tanger.
Quelles sont les catégories de membres présentes au conseil de l’établissement à la FST de Tanger?,"Les membres du conseil de l’établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous voulez connaître les catégories de membres présentes au conseil de l’établissement à la FST de Tanger.
Quels sont les rôles des membres du conseil de l’établissement à la FST de Tanger?,"Les membres du conseil de l’établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous voulez connaître les rôles des membres du conseil de l’établissement à la FST de Tanger.
Quelles fonctions remplissent les membres du conseil de l’établissement à la FST de Tanger?,"Les membres du conseil de l’établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous voulez savoir quelles fonctions remplissent les membres du conseil de l’établissement à la FST de Tanger.
Qui sont les membres du conseil de l'établissement à la FST de Tanger?,"Les membres du conseil de l'établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous demandez qui sont les membres du conseil de l'établissement à la FST de Tanger.
Peux-tu me donner la composition du conseil de l'établissement de la Faculté des Sciences et Techniques de Tanger?,"Les membres du conseil de l'établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous voulez connaître la composition du conseil de l'établissement de la Faculté des Sciences et Techniques de Tanger.
Quelles sont les différentes parties prenantes représentées au sein du conseil de l'établissement de la FST Tanger?,"Les membres du conseil de l'établissement à la FST de Tanger incluent le Doyen, le Vice Doyen de la Formation, le Vice Doyen de la Recherche et de la coopération, le Secrétaire Général chargé du secrétariat du conseil, les Chefs de département, ainsi que des représentants des personnels enseignants, administratifs et techniques, et des étudiants.",Vous voulez savoir quelles sont les différentes parties prenantes représentées au sein du conseil de l'établissement de la FST Tanger.
Quels sont les départements à la FST de Tanger?,"Les départements à la FST de Tanger sont le Génie Informatique, le Génie Chimique, les Sciences de la Terre, le Génie Mécanique, les Sciences de la Vie, le Génie Électrique, le TEC, la Physique, et les Mathématiques.",Informations générales sur les départements de la FST de Tanger.
Peux-tu me lister les différents départements de la Faculté des Sciences et Techniques de Tanger ainsi que les noms des chefs de département?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Liste des départements avec les noms de leurs chefs à la FST de Tanger.
Quelles sont les entités académiques de la FST Tanger et qui sont les responsables de chaque département?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Information sur les départements et leurs responsables à la FST de Tanger.
Je souhaite connaître la structure départementale de la Faculté des Sciences et Techniques de Tanger ainsi que les noms des directeurs de chaque département.,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Structure départementale de la FST de Tanger avec les noms des directeurs de chaque département.
Peux-tu me donner les noms des différents départements de la FST Tanger ainsi que les noms et prénoms de leurs chefs respectifs?,"Les départements à la FST de Tanger sont le Génie Informatique (chef : Pr. EL BRAK Mohamed), le Génie Chimique (chef : Pr. CHABBI Mohamed), les Sciences de la Terre (chef : Pr. BOULAASSAL Hakim), le Génie Mécanique (chef : Pr. ELAYACHI Ilham), les Sciences de la Vie (chef : Pr. HASSANI ZERROUK Mounir), le Génie Électrique (chef : Pr. HADJ BARAKA Ibrahim), le TEC (chef : Pr. OUCHEN MOHAMED), la Physique (chef : Pr. AJDOUR Mounia), et les Mathématiques (chef : Pr. EL HALIMI RACHID).",Départements de la FST de Tanger avec les noms complets de leurs chefs respectifs.
Qui sont les chefs des différents départements à la FST de Tanger?,"Les chefs des différents départements à la FST de Tanger sont : Pr. EL BRAK Mohamed pour le Génie Informatique, Pr. CHABBI Mohamed pour le Génie Chimique, Pr. BOULAASSAL Hakim pour les Sciences de la Terre, Pr. ELAYACHI Ilham pour le Génie Mécanique, Pr. HASSANI ZERROUK Mounir pour les Sciences de la Vie, Pr. HADJ BARAKA Ibrahim pour le Génie Électrique, Pr. OUCHEN MOHAMED pour le TEC, Pr. AJDOUR Mounia pour la Physique, et Pr. EL HALIMI RACHID pour les Mathématiques.",Information sur les chefs des différents départements à la FST de Tanger.
Quel est le chef du département Génie Informatique à la FST de Tanger?,Le chef du département Génie Informatique à la FST de Tanger est le Pr. EL BRAK Mohamed.,Chef du département Génie Informatique à la FST de Tanger.
Qui est le chef du département Génie Chimique à la FST de Tanger?,Le chef du département Génie Chimique à la FST de Tanger est le Pr. CHABBI Mohamed.,Chef du département Génie Chimique à la FST de Tanger.
Quel est le chef du département Sciences de la Terre à la FST de Tanger?,Le chef du département Sciences de la Terre à la FST de Tanger est le Pr. BOULAASSAL Hakim.,Chef du département Sciences de la Terre à la FST de Tanger.
Qui est le chef du département Génie Mécanique à la FST de Tanger?,Le chef du département Génie Mécanique à la FST de Tanger est le Pr. ELAYACHI Ilham.,Chef du département Génie Mécanique à la FST de Tanger.
Quel est le chef du département Sciences de la Vie à la FST de Tanger?,Le chef du département Sciences de la Vie à la FST de Tanger est le Pr. HASSANI ZERROUK Mounir.,Chef du département Sciences de la Vie à la FST de Tanger.
Qui est le chef du département Génie Électrique à la FST de Tanger?,Le chef du département Génie Électrique à la FST de Tanger est le Pr. HADJ BARAKA Ibrahim.,Chef du département Génie Électrique à la FST de Tanger.
